-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.015
-183.800, 80.200, 0.000,  0.032
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.066
-183.800, 80.200, 0.000,  0.083
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.012,  0.117
-183.800, 80.200, 0.038,  0.134
-183.800, 80.199, 0.026,  0.151
-183.800, 80.198, 0.036,  0.168
-183.800, 80.198, 0.022,  0.185
-183.800, 80.197, 0.035,  0.202
-183.800, 80.197, 0.021,  0.219
-183.800, 80.196, 0.056,  0.236
-183.799, 80.195, 0.074,  0.253
-183.798, 80.193, 0.102,  0.270
-183.797, 80.191, 0.102,  0.287
-183.796, 80.188, 0.149,  0.304
-183.794, 80.185, 0.193,  0.321
-183.792, 80.181, 0.222,  0.338
-183.790, 80.177, 0.260,  0.355
-183.788, 80.171, 0.293,  0.372
-183.784, 80.166, 0.319,  0.389
-183.781, 80.161, 0.319,  0.406
-183.776, 80.155, 0.347,  0.423
-183.772, 80.148, 0.386,  0.440
-183.767, 80.142, 0.403,  0.457
-183.762, 80.134, 0.432,  0.474
-183.757, 80.127, 0.465,  0.491
-183.751, 80.119, 0.491,  0.508
-183.745, 80.110, 0.524,  0.525
-183.738, 80.101, 0.561,  0.542
-183.731, 80.091, 0.590,  0.559
-183.724, 80.081, 0.626,  0.576
-183.716, 80.071, 0.644,  0.593
-183.708, 80.060, 0.679,  0.610
-183.700, 80.049, 0.712,  0.627
-183.691, 80.037, 0.733,  0.644
-183.683, 80.025, 0.765,  0.661
-183.674, 80.013, 0.787,  0.678
-183.664, 80.000, 0.811,  0.695
-183.655, 79.988, 0.825,  0.712
-183.646, 79.975, 0.831,  0.729
-183.636, 79.962, 0.842,  0.746
-183.627, 79.949, 0.847,  0.763
-183.618, 79.936, 0.860,  0.780
-183.608, 79.923, 0.867,  0.797
-183.598, 79.910, 0.883,  0.814
-183.588, 79.896, 0.891,  0.831
-183.579, 79.883, 0.907,  0.848
-183.568, 79.869, 0.916,  0.865
-183.558, 79.855, 0.933,  0.882
-183.548, 79.841, 0.941,  0.899
-183.538, 79.827, 0.958,  0.916
-183.527, 79.812, 0.966,  0.933
-183.517, 79.798, 0.982,  0.950
-183.506, 79.783, 0.991,  0.967
-183.495, 79.769, 1.006,  0.984
-183.484, 79.754, 1.014,  1.001
-183.473, 79.739, 1.028,  1.018
-183.462, 79.724, 1.035,  1.035
-183.451, 79.708, 1.049,  1.052
-183.439, 79.693, 1.056,  1.069
-183.428, 79.678, 1.068,  1.086
-183.416, 79.662, 1.074,  1.103
-183.405, 79.646, 1.086,  1.120
-183.393, 79.631, 1.091,  1.137
-183.381, 79.615, 1.101,  1.154
-183.369, 79.599, 1.106,  1.171
-183.357, 79.583, 1.116,  1.188
-183.345, 79.567, 1.120,  1.205
-183.333, 79.551, 1.128,  1.222
-183.321, 79.535, 1.132,  1.239
-183.309, 79.519, 1.140,  1.256
-183.296, 79.503, 1.143,  1.273
-183.284, 79.487, 1.151,  1.290
-183.272, 79.471, 1.153,  1.307
-183.259, 79.455, 1.160,  1.324
-183.247, 79.439, 1.162,  1.341
-183.234, 79.422, 1.169,  1.358
-183.221, 79.406, 1.170,  1.375
-183.209, 79.390, 1.176,  1.392
-183.196, 79.374, 1.177,  1.409
-183.183, 79.358, 1.183,  1.426
-183.170, 79.341, 1.184,  1.443
-183.157, 79.325, 1.189,  1.460
-183.144, 79.309, 1.190,  1.477
-183.131, 79.293, 1.195,  1.494
-183.118, 79.276, 1.195,  1.511
-183.104, 79.260, 1.200,  1.528
-183.091, 79.244, 1.200,  1.545
-183.078, 79.228, 1.204,  1.562
-183.064, 79.212, 1.204,  1.579
-183.051, 79.196, 1.209,  1.596
-183.038, 79.179, 1.209,  1.613
-183.024, 79.163, 1.213,  1.630
-183.011, 79.147, 1.213,  1.647
-182.997, 79.131, 1.216,  1.664
-182.983, 79.115, 1.217,  1.681
-182.970, 79.099, 1.220,  1.698
-182.956, 79.083, 1.220,  1.715
-182.942, 79.067, 1.224,  1.732
-182.928, 79.051, 1.224,  1.749
-182.914, 79.035, 1.227,  1.766
-182.901, 79.018, 1.240,  1.783
-182.887, 79.002, 1.250,  1.800
-182.874, 78.985, 1.254,  1.817
-182.861, 78.968, 1.257,  1.834
-182.847, 78.951, 1.258,  1.851
-182.834, 78.934, 1.261,  1.868
-182.821, 78.918, 1.261,  1.885
-182.807, 78.901, 1.263,  1.902
-182.794, 78.884, 1.264,  1.919
-182.780, 78.867, 1.266,  1.936
-182.767, 78.851, 1.266,  1.953
-182.753, 78.834, 1.268,  1.970
-182.740, 78.817, 1.268,  1.987
-182.726, 78.800, 1.270,  2.004
-182.713, 78.784, 1.270,  2.021
-182.699, 78.767, 1.272,  2.038
-182.686, 78.750, 1.272,  2.055
-182.672, 78.733, 1.274,  2.072
-182.658, 78.717, 1.274,  2.089
-182.645, 78.700, 1.276,  2.106
-182.631, 78.683, 1.276,  2.123
-182.617, 78.667, 1.278,  2.140
-182.603, 78.650, 1.278,  2.157
-182.590, 78.633, 1.280,  2.174
-182.576, 78.617, 1.281,  2.191
-182.562, 78.600, 1.283,  2.208
-182.548, 78.583, 1.284,  2.225
-182.534, 78.567, 1.286,  2.242
-182.520, 78.550, 1.286,  2.259
-182.506, 78.533, 1.289,  2.276
-182.492, 78.517, 1.289,  2.293
-182.478, 78.500, 1.292,  2.310
-182.464, 78.483, 1.292,  2.327
-182.450, 78.467, 1.295,  2.344
-182.435, 78.450, 1.296,  2.361
-182.421, 78.434, 1.298,  2.378
-182.407, 78.417, 1.299,  2.395
-182.393, 78.400, 1.301,  2.412
-182.378, 78.384, 1.302,  2.429
-182.364, 78.367, 1.305,  2.446
-182.349, 78.351, 1.306,  2.463
-182.335, 78.334, 1.308,  2.480
-182.320, 78.317, 1.310,  2.497
-182.306, 78.301, 1.312,  2.514
-182.291, 78.284, 1.313,  2.531
-182.276, 78.268, 1.316,  2.548
-182.261, 78.251, 1.317,  2.565
-182.247, 78.235, 1.319,  2.582
-182.232, 78.218, 1.321,  2.599
-182.217, 78.202, 1.323,  2.616
-182.202, 78.185, 1.325,  2.633
-182.187, 78.168, 1.327,  2.650
-182.172, 78.152, 1.328,  2.667
-182.157, 78.135, 1.331,  2.684
-182.141, 78.119, 1.332,  2.701
-182.126, 78.102, 1.335,  2.718
-182.111, 78.086, 1.336,  2.735
-182.095, 78.069, 1.339,  2.752
-182.080, 78.053, 1.340,  2.769
-182.064, 78.037, 1.343,  2.786
-182.049, 78.020, 1.344,  2.803
-182.034, 78.003, 1.353,  2.820
-182.019, 77.986, 1.361,  2.837
-182.005, 77.968, 1.366,  2.854
-181.992, 77.949, 1.368,  2.871
-181.978, 77.931, 1.370,  2.888
-181.965, 77.912, 1.372,  2.905
-181.951, 77.894, 1.374,  2.922
-181.938, 77.875, 1.375,  2.939
-181.924, 77.857, 1.377,  2.956
-181.910, 77.838, 1.379,  2.973
-181.897, 77.820, 1.380,  2.990
-181.883, 77.801, 1.382,  3.007
-181.870, 77.783, 1.383,  3.024
-181.856, 77.764, 1.385,  3.041
-181.842, 77.746, 1.387,  3.058
-181.828, 77.727, 1.388,  3.075
-181.814, 77.709, 1.390,  3.092
-181.800, 77.690, 1.391,  3.109
-181.786, 77.671, 1.393,  3.126
-181.772, 77.653, 1.395,  3.143
-181.758, 77.634, 1.396,  3.160
-181.744, 77.616, 1.398,  3.177
-181.730, 77.597, 1.400,  3.194
-181.716, 77.579, 1.401,  3.211
-181.701, 77.560, 1.403,  3.228
-181.687, 77.542, 1.405,  3.245
-181.673, 77.523, 1.407,  3.262
-181.658, 77.505, 1.408,  3.279
-181.643, 77.486, 1.410,  3.296
-181.629, 77.468, 1.412,  3.313
-181.614, 77.450, 1.414,  3.330
-181.599, 77.431, 1.415,  3.347
-181.584, 77.413, 1.417,  3.364
-181.569, 77.395, 1.419,  3.381
-181.554, 77.376, 1.421,  3.398
-181.539, 77.358, 1.423,  3.415
-181.524, 77.340, 1.425,  3.432
-181.509, 77.321, 1.427,  3.449
-181.493, 77.303, 1.429,  3.466
-181.478, 77.285, 1.430,  3.483
-181.462, 77.267, 1.432,  3.500
-181.447, 77.249, 1.434,  3.517
-181.431, 77.231, 1.436,  3.534
-181.415, 77.212, 1.438,  3.551
-181.399, 77.194, 1.440,  3.568
-181.383, 77.176, 1.442,  3.585
-181.367, 77.158, 1.444,  3.602
-181.351, 77.140, 1.446,  3.619
-181.335, 77.122, 1.448,  3.636
-181.319, 77.104, 1.454,  3.653
-181.304, 77.085, 1.458,  3.670
-181.289, 77.065, 1.459,  3.687
-181.275, 77.045, 1.460,  3.704
-181.262, 77.025, 1.459,  3.721
-181.248, 77.005, 1.458,  3.738
-181.236, 76.984, 1.455,  3.755
-181.223, 76.963, 1.452,  3.772
-181.211, 76.942, 1.448,  3.789
-181.200, 76.921, 1.442,  3.806
-181.189, 76.899, 1.437,  3.823
-181.179, 76.877, 1.430,  3.840
-181.169, 76.855, 1.423,  3.857
-181.160, 76.832, 1.414,  3.874
-181.151, 76.810, 1.406,  3.891
-181.143, 76.787, 1.396,  3.908
-181.136, 76.764, 1.386,  3.925
-181.129, 76.741, 1.373,  3.942
-181.123, 76.718, 1.362,  3.959
-181.118, 76.695, 1.347,  3.976
-181.113, 76.671, 1.334,  3.993
-181.109, 76.648, 1.316,  4.010
-181.106, 76.624, 1.300,  4.027
-181.104, 76.601, 1.280,  4.044
-181.103, 76.577, 1.259,  4.061
-181.103, 76.553, 1.237,  4.078
-181.103, 76.530, 1.227,  4.095
-181.104, 76.506, 1.229,  4.112
-181.106, 76.482, 1.232,  4.129
-181.107, 76.457, 1.241,  4.146
-181.109, 76.433, 1.248,  4.163
-181.112, 76.408, 1.259,  4.180
-181.114, 76.383, 1.268,  4.197
-181.117, 76.358, 1.280,  4.214
-181.120, 76.333, 1.289,  4.231
-181.124, 76.307, 1.300,  4.248
-181.128, 76.281, 1.311,  4.265
-181.132, 76.255, 1.321,  4.282
-181.136, 76.229, 1.332,  4.299
-181.141, 76.203, 1.341,  4.316
-181.146, 76.177, 1.352,  4.333
-181.152, 76.151, 1.361,  4.350
-181.158, 76.124, 1.371,  4.367
-181.164, 76.098, 1.379,  4.384
-181.171, 76.071, 1.389,  4.401
-181.178, 76.044, 1.396,  4.418
-181.185, 76.017, 1.407,  4.435
-181.192, 75.990, 1.416,  4.452
-181.199, 75.963, 1.462,  4.469
-181.205, 75.935, 1.517,  4.486
-181.210, 75.906, 1.577,  4.503
-181.214, 75.876, 1.630,  4.520
-181.217, 75.847, 1.677,  4.537
-181.219, 75.816, 1.702,  4.554
-181.221, 75.786, 1.713,  4.571
-181.224, 75.756, 1.717,  4.588
-181.226, 75.726, 1.717,  4.605
-181.230, 75.696, 1.715,  4.622
-181.233, 75.667, 1.712,  4.639
-181.236, 75.637, 1.708,  4.656
-181.240, 75.607, 1.703,  4.673
-181.244, 75.578, 1.698,  4.690
-181.249, 75.548, 1.693,  4.707
-181.254, 75.519, 1.688,  4.724
-181.259, 75.490, 1.683,  4.741
-181.264, 75.461, 1.677,  4.758
-181.269, 75.432, 1.673,  4.775
-181.275, 75.403, 1.668,  4.792
-181.282, 75.374, 1.664,  4.809
-181.288, 75.346, 1.660,  4.826
-181.295, 75.317, 1.656,  4.843
-181.302, 75.289, 1.653,  4.860
-181.309, 75.261, 1.650,  4.877
-181.317, 75.232, 1.648,  4.894
-181.325, 75.204, 1.646,  4.911
-181.333, 75.176, 1.645,  4.928
-181.341, 75.148, 1.644,  4.945
-181.350, 75.120, 1.643,  4.962
-181.359, 75.092, 1.643,  4.979
-181.367, 75.064, 1.668,  4.996
-181.375, 75.035, 1.698,  5.013
-181.381, 75.006, 1.729,  5.030
-181.387, 74.977, 1.754,  5.047
-181.392, 74.947, 1.778,  5.064
-181.395, 74.917, 1.792,  5.081
-181.397, 74.886, 1.806,  5.098
-181.398, 74.856, 1.809,  5.115
-181.398, 74.826, 1.811,  5.132
-181.397, 74.796, 1.806,  5.149
-181.395, 74.766, 1.803,  5.166
-181.393, 74.736, 1.796,  5.183
-181.390, 74.706, 1.789,  5.200
-181.386, 74.677, 1.780,  5.217
-181.382, 74.647, 1.770,  5.234
-181.377, 74.618, 1.760,  5.251
-181.371, 74.589, 1.749,  5.268
-181.364, 74.561, 1.736,  5.285
-181.357, 74.533, 1.724,  5.302
-181.350, 74.505, 1.715,  5.319
-181.343, 74.476, 1.727,  5.336
-181.336, 74.448, 1.744,  5.353
-181.331, 74.419, 1.759,  5.370
-181.327, 74.389, 1.772,  5.387
-181.323, 74.360, 1.779,  5.404
-181.321, 74.330, 1.782,  5.421
-181.320, 74.300, 1.782,  5.438
-181.319, 74.271, 1.781,  5.455
-181.319, 74.241, 1.778,  5.472
-181.320, 74.211, 1.774,  5.489
-181.321, 74.182, 1.769,  5.506
-181.323, 74.152, 1.764,  5.523
-181.326, 74.123, 1.757,  5.540
-181.329, 74.093, 1.749,  5.557
-181.333, 74.064, 1.740,  5.574
-181.338, 74.035, 1.732,  5.591
-181.343, 74.006, 1.721,  5.608
-181.349, 73.978, 1.711,  5.625
-181.355, 73.949, 1.726,  5.642
-181.360, 73.920, 1.748,  5.659
-181.364, 73.890, 1.770,  5.676
-181.367, 73.860, 1.789,  5.693
-181.369, 73.830, 1.804,  5.710
-181.370, 73.799, 1.813,  5.727
-181.369, 73.769, 1.817,  5.744
-181.368, 73.739, 1.819,  5.761
-181.366, 73.708, 1.819,  5.778
-181.363, 73.678, 1.818,  5.795
-181.360, 73.648, 1.815,  5.812
-181.356, 73.618, 1.811,  5.829
-181.353, 73.587, 1.821,  5.846
-181.350, 73.557, 1.831,  5.863
-181.349, 73.526, 1.838,  5.880
-181.349, 73.496, 1.841,  5.897
-181.350, 73.465, 1.842,  5.914
-181.351, 73.434, 1.841,  5.931
-181.353, 73.403, 1.839,  5.948
-181.356, 73.373, 1.837,  5.965
-181.359, 73.342, 1.832,  5.982
-181.362, 73.312, 1.842,  5.999
-181.364, 73.281, 1.854,  6.016
-181.365, 73.250, 1.862,  6.033
-181.364, 73.218, 1.866,  6.050
-181.363, 73.187, 1.868,  6.067
-181.360, 73.156, 1.868,  6.084
-181.358, 73.125, 1.867,  6.101
-181.354, 73.094, 1.864,  6.118
-181.352, 73.063, 1.873,  6.135
-181.350, 73.032, 1.882,  6.152
-181.349, 73.000, 1.887,  6.169
-181.350, 72.969, 1.890,  6.186
-181.351, 72.937, 1.891,  6.203
-181.352, 72.906, 1.891,  6.220
-181.355, 72.874, 1.889,  6.237
-181.358, 72.843, 1.886,  6.254
-181.361, 72.811, 1.882,  6.271
-181.364, 72.780, 1.893,  6.288
-181.366, 72.748, 1.904,  6.305
-181.367, 72.716, 1.913,  6.322
-181.367, 72.684, 1.917,  6.339
-181.366, 72.652, 1.919,  6.356
-181.364, 72.620, 1.920,  6.373
-181.361, 72.588, 1.919,  6.390
-181.358, 72.556, 1.916,  6.407
-181.355, 72.524, 1.926,  6.424
-181.354, 72.492, 1.935,  6.441
-181.353, 72.460, 1.940,  6.458
-181.354, 72.427, 1.943,  6.475
-181.355, 72.395, 1.944,  6.492
-181.357, 72.362, 1.944,  6.509
-181.360, 72.330, 1.943,  6.526
-181.362, 72.297, 1.951,  6.543
-181.362, 72.265, 1.959,  6.560
-181.362, 72.232, 1.962,  6.577
-181.360, 72.199, 1.965,  6.594
-181.358, 72.166, 1.965,  6.611
-181.357, 72.134, 1.972,  6.628
-181.357, 72.101, 1.977,  6.645
-181.358, 72.068, 1.980,  6.662
-181.359, 72.035, 1.981,  6.679
-181.361, 72.002, 1.981,  6.696
-181.362, 71.968, 1.988,  6.713
-181.363, 71.935, 1.994,  6.730
-181.362, 71.902, 1.997,  6.747
-181.360, 71.869, 1.999,  6.764
-181.360, 71.835, 2.005,  6.781
-181.361, 71.802, 2.006,  6.798
-181.362, 71.768, 2.008,  6.815
-181.363, 71.735, 2.014,  6.832
-181.362, 71.701, 2.017,  6.849
-181.361, 71.668, 2.019,  6.866
-181.360, 71.634, 2.024,  6.883
-181.361, 71.600, 2.026,  6.900
-181.363, 71.566, 2.027,  6.917
-181.363, 71.532, 2.034,  6.934
-181.363, 71.498, 2.037,  6.951
-181.361, 71.464, 2.039,  6.968
-181.361, 71.430, 2.044,  6.985
-181.362, 71.396, 2.046,  7.002
-181.362, 71.362, 2.051,  7.019
-181.363, 71.328, 2.054,  7.036
-181.363, 71.293, 2.059,  7.053
-181.362, 71.259, 2.062,  7.070
-181.362, 71.225, 2.066,  7.087
-181.363, 71.190, 2.069,  7.104
-181.363, 71.156, 2.073,  7.121
-181.362, 71.121, 2.076,  7.138
-181.363, 71.086, 2.080,  7.155
-181.362, 71.052, 2.084,  7.172
-181.362, 71.017, 2.088,  7.189
-181.363, 70.982, 2.090,  7.206
-181.363, 70.947, 2.095,  7.223
-181.362, 70.912, 2.098,  7.240
-181.363, 70.877, 2.102,  7.257
-181.364, 70.842, 2.104,  7.274
-181.364, 70.807, 2.109,  7.291
-181.363, 70.772, 2.112,  7.308
-181.363, 70.736, 2.116,  7.325
-181.364, 70.701, 2.119,  7.342
-181.364, 70.666, 2.123,  7.359
-181.363, 70.630, 2.127,  7.376
-181.364, 70.595, 2.130,  7.393
-181.363, 70.559, 2.134,  7.410
-181.363, 70.524, 2.138,  7.427
-181.364, 70.488, 2.140,  7.444
-181.364, 70.452, 2.145,  7.461
-181.364, 70.416, 2.148,  7.478
-181.364, 70.380, 2.152,  7.495
-181.365, 70.345, 2.154,  7.512
-181.365, 70.309, 2.159,  7.529
-181.364, 70.273, 2.162,  7.546
-181.365, 70.236, 2.166,  7.563
-181.364, 70.200, 2.169,  7.580
-181.364, 70.164, 2.174,  7.597
-181.365, 70.128, 2.176,  7.614
-181.365, 70.091, 2.181,  7.631
-181.365, 70.055, 2.184,  7.648
-181.365, 70.019, 2.188,  7.665
-181.364, 69.982, 2.191,  7.682
-181.365, 69.945, 2.195,  7.699
-181.366, 69.909, 2.198,  7.716
-181.366, 69.872, 2.202,  7.733
-181.365, 69.835, 2.206,  7.750
-181.365, 69.799, 2.210,  7.767
-181.367, 69.762, 2.212,  7.784
-181.367, 69.725, 2.217,  7.801
-181.366, 69.688, 2.220,  7.818
-181.364, 69.651, 2.222,  7.835
-181.364, 69.614, 2.228,  7.852
-181.365, 69.576, 2.229,  7.869
-181.367, 69.539, 2.230,  7.886
-181.367, 69.502, 2.236,  7.903
-181.367, 69.465, 2.240,  7.920
-181.366, 69.427, 2.241,  7.937
-181.365, 69.390, 2.247,  7.954
-181.366, 69.352, 2.249,  7.971
-181.368, 69.315, 2.250,  7.988
-181.369, 69.277, 2.257,  8.005
-181.368, 69.240, 2.260,  8.022
-181.367, 69.202, 2.262,  8.039
-181.365, 69.164, 2.262,  8.056
-181.363, 69.126, 2.270,  8.073
-181.364, 69.088, 2.275,  8.090
-181.364, 69.050, 2.278,  8.107
-181.366, 69.012, 2.279,  8.124
-181.369, 68.975, 2.279,  8.141
-181.370, 68.936, 2.288,  8.158
-181.371, 68.898, 2.293,  8.175
-181.370, 68.860, 2.297,  8.192
-181.369, 68.822, 2.299,  8.209
-181.367, 68.783, 2.300,  8.226
-181.366, 68.745, 2.308,  8.243
-181.366, 68.706, 2.313,  8.260
-181.367, 68.668, 2.316,  8.277
-181.369, 68.629, 2.317,  8.294
-181.369, 68.590, 2.324,  8.311
-181.369, 68.551, 2.327,  8.328
-181.368, 68.513, 2.329,  8.345
-181.367, 68.474, 2.336,  8.362
-181.368, 68.435, 2.338,  8.379
-181.370, 68.396, 2.339,  8.396
-181.371, 68.357, 2.346,  8.413
-181.370, 68.317, 2.350,  8.430
-181.369, 68.278, 2.352,  8.447
-181.367, 68.239, 2.352,  8.464
-181.366, 68.200, 2.360,  8.481
-181.366, 68.160, 2.366,  8.498
-181.367, 68.121, 2.369,  8.515
-181.368, 68.081, 2.370,  8.532
-181.371, 68.042, 2.370,  8.549
-181.373, 68.002, 2.379,  8.566
-181.373, 67.962, 2.385,  8.583
-181.373, 67.923, 2.389,  8.600
-181.371, 67.883, 2.391,  8.617
-181.369, 67.843, 2.392,  8.634
-181.368, 67.803, 2.400,  8.651
-181.368, 67.763, 2.405,  8.668
-181.369, 67.723, 2.408,  8.685
-181.371, 67.682, 2.410,  8.702
-181.372, 67.642, 2.417,  8.719
